,dataset_id,name_short,formula,adduct,neutral_loss,well,occupancy_ratio,on_off_ratio,spot_occupancy,spot_occupancy_thresholded,image_occupancy,other_spots_occupancy,bg_occupancy,far_bg_occupancy,occupancy_vs_far_bg_ratio,in_n_spots,spot_intensity,spot_intensity_bgr_corrected,spot_intensity_sum,spot_intensity_std,other_spot_intensity,bg_intensity,far_bg_intensity,intensity_vs_far_bg_ratio,intensity_vs_other_spots_ratio,spot_intensity_tic_norm,spot_intensity_bgr_corrected_tic_norm,spot_intensity_sum_tic_norm,spot_intensity_std_tic_norm,other_spot_intensity_tic_norm,bg_intensity_tic,far_bg_intensity_tic,intensity_vs_far_bg_ratio_tic,intensity_vs_other_spots_ratio_tic,score,pred_val,pred_twostate,pred_threestate
371748,2022-03-11_09h27m58s,GlcCer d18:1/18:0,C42H81NO8,+Cl,,37,81.48255868120509,42911.85729955539,0.864406779661017,0.7062146892655368,0.0020838731968558,0.0001202067556196,0.0006084884133664,0.0006084884133664,86.4406779661017,1,95494504.0,95494504.0,16902526976.0,130889872.0,565.2257080078125,2225.363037109375,0.0,95494504000.0,168949.02991505506,0.0120214018970727,0.0120214018970727,2.1277880668640137,0.0163831729441881,6.961594323229292e-08,2.748877818703477e-07,0.0,12.021401897072792,12.020565074096972,,0.999641190314957,1,2
371749,2022-03-11_09h27m58s,GlcCer d18:1/18:0,C42H81NO8,-H,+HCl,37,81.48255868120509,42911.85729955539,0.864406779661017,0.7062146892655368,0.0020838731968558,0.0001202067556196,0.0006084884133664,0.0006084884133664,86.4406779661017,1,95494504.0,95494504.0,16902526976.0,130889872.0,565.2257080078125,2225.363037109375,0.0,95494504000.0,168949.02991505506,0.0120214018970727,0.0120214018970727,2.1277880668640137,0.0163831729441881,6.961594323229292e-08,2.748877818703477e-07,0.0,12.021401897072792,12.020565074096972,,0.999641190314957,1,2
371750,2022-03-11_09h27m58s,GlcCer d18:1/18:0,C42H81NO8,+Cl,-H2,37,23.193993389633405,382.8565450274649,0.8192090395480226,0.8192090395480226,0.027500647836227,0.0271667267700444,0.0253198789784155,0.0253198789784155,23.691954954622,173,3813903.25,3804262.5,675060864.0,5142946.5,47391.66015625,9961.7021484375,9640.8681640625,395.5974492649256,80.47625166430832,0.0004802999901585,0.0004787430516444,0.085013099014759,0.0006467491621151,6.1788105085724965e-06,1.584457777425996e-06,1.5569372635582113e-06,0.4795533556692223,0.4773505316771287,,0.9982256020766063,1,2
371751,2022-03-11_09h27m58s,GlcCer d18:1/18:0,C42H81NO8,[M]-,+HCl,37,81.57450107092127,68277.76315852576,0.847457627118644,0.6892655367231638,0.0019111168696553,0.0001202067556196,0.0003887564863174,0.0003887564863174,84.7457627118644,1,48814960.0,48814960.0,8640247808.0,68465264.0,244.4493103027344,714.9456787109375,0.0,48814960000.0,199692.7716702267,0.0061478232964873,0.0061478232964873,1.0881646871566772,0.0085604339838027,3.048799257499013e-08,8.873493584360403e-08,0.0,6.147823296487331,6.147635867410652,,0.9996556191344951,1,2
371752,2022-03-11_09h27m58s,GlcCer d18:1/18:0,C42H81NO8,-H,,37,34.99295485238347,529.7644247359706,0.7740112994350282,0.7740112994350282,0.0137341280124384,0.012561605962255,0.0121190608995487,0.0121190608995487,35.21951332537084,166,2640721.5,2635809.75,467407712.0,2728827.25,5093.93701171875,4984.7080078125,4911.66064453125,537.6432032813653,518.4047182994659,0.0003227565321139,0.0003218365309294,0.0571279078722,0.0003262672980781,8.777489597378008e-07,9.210733082909428e-07,9.200147701449168e-07,0.3224598642760862,0.3224734813512001,,0.9989798603074154,1,2
371753,2022-03-11_09h27m58s,GlcCer d18:1/18:0,C42H81NO8,+Cl,+H2,37,23.71975442582815,189.56799489503163,0.5310734463276836,0.5310734463276836,0.0135181826034378,0.0127719677845894,0.0123895001943782,0.0123895001943782,23.789962720506,171,979614.0,974478.875,173391680.0,1354049.75,5445.3056640625,5167.61181640625,5135.142578125,190.76662319102817,179.90061174427112,0.0001239486009581,0.0001229934423463,0.0219389013946056,0.0001726142945699,9.042727242558612e-07,9.51817810346256e-07,9.551581570121923e-07,0.1238303234146065,0.1238366188813829,,0.9941406765627718,1,2
371754,2022-03-11_09h27m58s,GlcCer d18:1/18:0,C42H81NO8,+Cl,-H2O,37,23.43482363150727,141.4370161693856,0.5932203389830508,0.5932203389830508,0.0172432409086982,0.017610289698281,0.0153136250697226,0.0153136250697226,23.621137691174376,177,951720.5,945083.4375,168454528.0,1091803.375,7706.43603515625,6728.93408203125,6637.03662109375,143.3953752160834,123.49682423385993,0.0001175887446152,0.0001164301356766,0.0208132080733776,0.0001338173897238,1.2762150163325714e-06,1.161147565653664e-06,1.1586067785174237e-06,0.1174526631635084,0.117438867369167,,0.9947131744294494,1,2
371755,2022-03-11_09h27m58s,GlcCer d18:1/18:0,C42H81NO8,[M]-,,37,28.535715278105904,226.79525473711604,0.6384180790960452,0.6384180790960452,0.0136153580374881,0.0125015025844452,0.0123725977384513,0.0123725977384513,28.68766780127445,166,1171151.875,1166038.875,207293872.0,1262970.625,5246.16455078125,5163.916015625,5112.94140625,229.0563401552104,223.2395954080393,0.0001418666506651,0.0001409154501743,0.0251103974878788,0.0001484227832406,9.045763817994156e-07,9.496965276412084e-07,9.51197080212296e-07,0.1417318357568338,0.1417384374222935,,0.9969187443231345,1,2
371756,2022-03-11_09h27m58s,GlcCer d18:1/18:0,C42H81NO8,+Cl,+C12H14N2,37,9.505151315872476,28.66915412001835,0.192090395480226,0.192090395480226,0.0104949468774293,0.010037264094242,0.010209083379815,0.010209083379815,9.440483297612026,152,128363.5625,123823.578125,22720350.0,292842.40625,4419.4833984375,4477.4091796875,4539.9814453125,28.27402177128118,29.044918123340967,1.665419404162094e-05,1.5813066056580283e-05,0.0029477924108505,3.765384099096991e-05,7.600080493830319e-07,8.264545954261848e-07,8.411283829445892e-07,0.0166401974992065,0.016641546332454,,0.42455497407834797,0,1
371757,2022-03-11_09h27m58s,GlcCer d18:1/18:0,C42H81NO8,+Cl,-CO2,37,0.249326240117061,0.5151477598776086,0.0056497175141242,0.0056497175141242,0.012870346376436,0.013282846495973,0.0126599394892077,0.0126599394892077,0.249787694530366,172,2819.988525390625,-2632.368896484375,499137.96875,37411.37109375,5861.46484375,5474.13427734375,5452.357421875,0.5172052728736173,0.4811063649543466,3.958412833071634e-07,-6.150405624794075e-07,7.006390660535544e-05,5.251427865005098e-06,1.0302052260158234e-06,1.005942294796114e-06,1.0108818742082804e-06,0.0003954415386234,0.0003954339052314,,0.006167804623524791,0,0
